CA109	xxx
CA114	xxx
CA609	xxx
CA610	xxx
CA611	xxx
CA612	xxx
CA646	xxx
CA647	xxx
CA650	xxx
CA651	xxx
CA656	xxx
CA814	xxx
CA878	xxx
CA879	xxx
CA881	xxx
CA883	xxx
CA884	xxx
CA885	xxx
CA886	xxx
CA888	xxx
CS030	Cardinalis_SYM
CS041	Cardinalis_SYM
CS047	Cardinalis_SYM
CS050	Cardinalis_SYM
CS052	Cardinalis_SYM
CS502	Cardinalis_SYM
CS504	Cardinalis_SYM
CS509	Cardinalis_SYM
CS511	Cardinalis_SYM
CS518	Cardinalis_SYM
CS519	Cardinalis_SYM
CS520	Cardinalis_SYM
CS521	Cardinalis_SYM
CS526	Cardinalis_SYM
CS529	Cardinalis_SYM
CS531	Cardinalis_SYM
CS534	Cardinalis_SYM
CS536	Cardinalis_SYM
CS537	Cardinalis_SYM
CS540	Cardinalis_SYM
CS580	Cardinalis_SYM
CS583	Cardinalis_SYM
CS584	Cardinalis_SYM
CS586	Cardinalis_SYM
CS801	Cardinalis_SYM
CS802	Cardinalis_SYM
CS803	Cardinalis_SYM
CS816	Cardinalis_SYM
CS817	Cardinalis_SYM
CS819	Cardinalis_SYM
CS820	Cardinalis_SYM
CS822	Cardinalis_SYM
CS823	Cardinalis_SYM
CS830	Cardinalis_SYM
CS834	Cardinalis_SYM
CS836	Cardinalis_SYM
CS837	Cardinalis_SYM
CS850	Cardinalis_SYM
CS851	Cardinalis_SYM
CS858	Cardinalis_SYM
MH513	xxx
MH535	xxx
MH542	xxx
MH627	xxx
MH634	xxx
MH644	xxx
MH691	Tristrami_SYM
MH831	xxx
MH854	xxx
MO891	xxx
TA588	Tristrami_High
TA589	Tristrami_High
TA590	Tristrami_High
TA591	Tristrami_High
TA592	Tristrami_High
TA593	Tristrami_High
TA594	Tristrami_High
TA595	Tristrami_High
TA596	Tristrami_High
TA597	Tristrami_High
TA598	Tristrami_High
TA599	Tristrami_High
TA660	Tristrami_High
TA661	Tristrami_High
TA662	Tristrami_High
TA668	Tristrami_High
TA670	Tristrami_High
TA672	Tristrami_High
TA674	Tristrami_High
TA675	Tristrami_High
TS027	Tristrami_SYM
TS029	Tristrami_SYM
TS031	Tristrami_SYM
TS032	Tristrami_SYM
TS033	Tristrami_SYM
TS034	Tristrami_SYM
TS035	Tristrami_SYM
TS036	Tristrami_SYM
TS037	Tristrami_SYM
TS040	Tristrami_SYM
TS042	Tristrami_SYM
TS043	Tristrami_SYM
TS512	Tristrami_SYM
TS514	Tristrami_SYM
TS528	Tristrami_SYM
TS530	Tristrami_SYM
TS532	Tristrami_SYM
TS533	Tristrami_SYM
TS538	Tristrami_SYM
TS637	Tristrami_SYM
TS639	Tristrami_SYM
TS640	Tristrami_SYM
TS641	Tristrami_SYM
TS643	Tristrami_SYM
TS690	xxx
TS815	Tristrami_SYM
TS824	Tristrami_SYM
TS826	Tristrami_SYM
TS833	Tristrami_SYM
TS839	Tristrami_SYM
CT869	xxx
CT873	xxx
CT813	xxx
CT877	xxx
CT810	xxx
CT808	xxx
CT809	xxx
CT870	xxx
CT874	xxx
CT876	xxx
CT807	xxx
CT623	xxx
CT619	xxx
CT624	xxx
CT615	xxx
CT617	xxx
CT618	xxx
CT620	xxx
CT621	xxx
CT622	xxx
MH515	xxx
MH852	xxx
MH853	xxx
TI553	xxx
TI560	xxx
TI564	xxx
TI565	xxx
TI569	xxx
TI555	xxx
TI559	xxx
TI563	xxx
TI571	xxx
TI572	xxx
TI557	xxx
TI561	xxx
TI567	xxx
TI562	xxx
TI568	xxx
TI681	xxx
TI682	xxx
TI676	xxx
TI683	xxx
TI684	xxx
KU8	Outgroup
